Country;Province;Date;Retail_Recreation;Grocery_Pharmarcy;Parks;Transit_Stations;Workplaces;Residential
Netherlands;North Brabant;2020-06-05;-25;-4;11;-52;-28;11
Netherlands;North Brabant;2020-06-06;-22;-2;26;-38;9;6
Netherlands;North Brabant;2020-06-07;-23;-3;38;-42;10;4
Netherlands;North Brabant;2020-06-08;-9;-4;43;-51;-31;10
Netherlands;North Brabant;2020-06-09;-7;1;63;-49;-30;10
Netherlands;North Brabant;2020-06-10;-8;-1;68;-46;-28;9
Netherlands;North Brabant;2020-06-11;-9;1;59;-51;-30;10
Netherlands;North Brabant;2020-06-12;-12;-2;92;-48;-27;8
Netherlands;North Brabant;2020-06-13;-18;-3;106;-37;14;3
Netherlands;North Brabant;2020-06-14;-20;-3;61;-44;13;3
Netherlands;North Brabant;2020-06-15;-3;-2;78;-50;-31;9
Netherlands;North Brabant;2020-06-16;-6;0;58;-50;-30;10
Netherlands;North Brabant;2020-06-17;-6;-2;60;-48;-28;9
Netherlands;North Brabant;2020-06-18;-8;1;54;-47;-30;9
Netherlands;North Brabant;2020-06-19;-7;2;93;-45;-27;7
Netherlands;North Brabant;2020-06-20;-12;3;104;-33;12;2
Netherlands;North Brabant;2020-06-21;-15;-2;83;-36;27;0
Netherlands;North Brabant;2020-06-22;3;1;100;-47;-32;8
Netherlands;North Brabant;2020-06-23;5;7;139;-45;-31;7
Netherlands;North Brabant;2020-06-24;0;2;143;-44;-28;7
Netherlands;North Brabant;2020-06-25;-4;3;117;-45;-30;8
Netherlands;North Brabant;2020-06-26;-13;-2;124;-46;-29;7
Netherlands;North Brabant;2020-06-27;-17;-4;71;-36;7;3
Netherlands;North Brabant;2020-06-28;-5;1;80;-36;15;1
Netherlands;North Brabant;2020-06-29;2;0;68;-47;-29;8
Netherlands;North Brabant;2020-06-30;0;2;51;-48;-29;9
Netherlands;North Brabant;2020-07-01;0;-2;50;-43;-28;7
Netherlands;North Brabant;2020-07-02;0;1;63;-43;-29;8
Netherlands;North Brabant;2020-07-03;-1;-1;104;-39;-26;5
Netherlands;North Brabant;2020-07-04;-14;-5;50;-35;7;3
Netherlands;North Brabant;2020-07-05;-12;-3;47;-36;10;2
Netherlands;North Brabant;2020-07-06;7;0;82;-45;-31;7
Netherlands;North Brabant;2020-07-07;12;6;115;-41;-29;7
Netherlands;North Brabant;2020-07-08;4;-1;63;-43;-28;7
Netherlands;North Brabant;2020-07-09;2;2;60;-43;-29;7
Netherlands;North Brabant;2020-07-10;-3;0;89;-41;-28;6
Netherlands;North Brabant;2020-07-11;-12;-7;99;-28;7;1
Netherlands;North Brabant;2020-07-12;-2;-3;124;-25;12;-1
Netherlands;North Brabant;2020-07-13;13;-1;174;-43;-37;5
Netherlands;North Brabant;2020-07-14;3;-2;93;-48;-37;8
Netherlands;North Brabant;2020-07-15;9;-3;134;-43;-34;6
Netherlands;North Brabant;2020-07-16;-1;-2;79;-49;-37;8
Netherlands;North Brabant;2020-07-17;-2;-4;143;-43;-35;5
Netherlands;North Brabant;2020-07-18;-15;-10;155;-26;2;-1
Netherlands;North Brabant;2020-07-19;-4;-3;140;-27;8;-1
Netherlands;North Brabant;2020-07-20;18;1;183;-47;-42;6
Netherlands;North Brabant;2020-07-21;21;4;210;-45;-42;7
Netherlands;North Brabant;2020-07-22;11;-5;189;-44;-38;5
Netherlands;North Brabant;2020-07-23;9;-2;176;-46;-40;6
Netherlands;North Brabant;2020-07-24;-3;-5;136;-46;-39;6
Netherlands;North Brabant;2020-07-25;-16;-10;95;-32;-3;1
Netherlands;North Brabant;2020-07-26;0;-4;117;-28;8;-1
Netherlands;North Brabant;2020-07-27;13;-3;156;-52;-50;8
Netherlands;North Brabant;2020-07-28;16;0;197;-50;-49;9
Netherlands;North Brabant;2020-07-29;14;-6;204;-47;-47;7
Netherlands;North Brabant;2020-07-30;8;0;202;-47;-49;8
Netherlands;North Brabant;2020-07-31;-15;-11;217;-49;-49;6
Netherlands;North Brabant;2020-08-01;-23;-13;149;-32;-6;1
Netherlands;North Brabant;2020-08-02;-9;-8;127;-30;5;-1
Netherlands;North Brabant;2020-08-03;14;-3;163;-51;-52;9
Netherlands;North Brabant;2020-08-04;20;1;234;-48;-51;8
Netherlands;North Brabant;2020-08-05;8;-6;246;-48;-49;6
Netherlands;North Brabant;2020-08-06;-2;-4;207;-51;-52;9
Netherlands;North Brabant;2020-08-07;-17;-11;197;-51;-51;7
Netherlands;North Brabant;2020-08-08;-33;-16;160;-38;-11;2
Netherlands;North Brabant;2020-08-09;-26;-10;132;-37;1;0
Netherlands;North Brabant;2020-08-10;4;-2;204;-54;-51;8
Netherlands;North Brabant;2020-08-11;0;-4;205;-54;-50;10
Netherlands;North Brabant;2020-08-12;-2;-9;213;-52;-47;8
Netherlands;North Brabant;2020-08-13;-7;-9;136;-54;-49;11
Netherlands;North Brabant;2020-08-14;-7;-8;160;-49;-46;7
Netherlands;North Brabant;2020-08-15;-17;-12;125;-31;-5;1
Netherlands;North Brabant;2020-08-16;-14;-9;105;-32;4;0
Netherlands;North Brabant;2020-08-17;12;-2;;-48;-42;7
Netherlands;North Brabant;2020-08-18;14;0;;-47;-40;7
Netherlands;North Brabant;2020-08-19;9;-6;;-44;-38;6
Netherlands;North Brabant;2020-08-20;4;-4;144;-47;-39;7
Netherlands;North Brabant;2020-08-21;-1;-5;150;-43;-37;6
Netherlands;North Brabant;2020-08-22;-13;-9;98;-30;-1;2
Netherlands;North Brabant;2020-08-23;-3;-1;75;-31;7;1
Netherlands;North Brabant;2020-08-24;10;0;107;-41;-33;7
Netherlands;North Brabant;2020-08-25;6;2;95;-41;-32;7
Netherlands;North Brabant;2020-08-26;0;-3;70;-38;-30;7
Netherlands;North Brabant;2020-08-27;4;-2;95;-38;-29;6
Netherlands;North Brabant;2020-08-28;-4;-4;81;-38;-28;5
Netherlands;North Brabant;2020-08-29;-9;-7;72;-29;3;2
Netherlands;North Brabant;2020-08-30;-11;-4;36;-34;7;2
Netherlands;North Brabant;2020-08-31;4;-4;82;-35;-31;5
Netherlands;North Brabant;2020-09-01;3;-1;100;-35;-30;5
Netherlands;North Brabant;2020-09-02;4;-5;118;-32;-28;4
Netherlands;North Brabant;2020-09-03;-9;-7;49;-39;-30;6
Netherlands;North Brabant;2020-09-04;-6;-5;96;-33;-28;4
Netherlands;North Brabant;2020-09-05;-11;-10;84;-30;0;1
Netherlands;North Brabant;2020-09-06;-4;-4;88;-28;4;0
Netherlands;North Brabant;2020-09-07;1;-5;95;-35;-31;5
Netherlands;North Brabant;2020-09-08;-2;-4;89;-37;-30;5
Netherlands;North Brabant;2020-09-09;-1;-6;91;-34;-27;5
Netherlands;North Brabant;2020-09-10;-3;-6;88;-37;-29;5
Netherlands;North Brabant;2020-09-11;-4;-4;116;-31;-26;3
Netherlands;North Brabant;2020-09-12;-10;-8;102;-27;0;1
Netherlands;North Brabant;2020-09-13;0;-3;129;-23;4;-2
Netherlands;North Brabant;2020-09-14;3;-4;129;-32;-25;4
Netherlands;North Brabant;2020-09-15;1;-3;150;-35;-25;5
Netherlands;North Brabant;2020-09-16;-1;-5;128;-32;-24;4
Netherlands;North Brabant;2020-09-17;-6;-8;83;-37;-25;5
Netherlands;North Brabant;2020-09-18;-7;-7;111;-32;-23;3
Netherlands;North Brabant;2020-09-19;-10;-10;115;-26;0;0
Netherlands;North Brabant;2020-09-20;2;-3;130;-24;4;-2
Netherlands;North Brabant;2020-09-21;3;-4;106;-34;-25;4
Netherlands;North Brabant;2020-09-22;3;-2;114;-36;-23;5
Netherlands;North Brabant;2020-09-23;-4;-3;66;-33;-21;5
Netherlands;North Brabant;2020-09-24;-9;-4;32;-39;-22;6
Netherlands;North Brabant;2020-09-25;-11;-4;29;-36;-21;6
Netherlands;North Brabant;2020-09-26;-11;-4;35;-32;1;2
Netherlands;North Brabant;2020-09-27;-11;-2;19;-35;4;2
Netherlands;North Brabant;2020-09-28;-9;-7;10;-39;-22;7
Netherlands;North Brabant;2020-09-29;-4;2;57;-41;-22;7
Netherlands;North Brabant;2020-09-30;-6;-2;52;-38;-23;7
Netherlands;North Brabant;2020-10-01;-19;-8;-2;-47;-25;10
Netherlands;North Brabant;2020-10-02;-15;-1;31;-39;-22;7
Netherlands;North Brabant;2020-10-03;-24;-8;-1;-42;-4;6
Netherlands;North Brabant;2020-10-04;-18;-3;26;-39;1;4
Netherlands;North Brabant;2020-10-05;-11;-8;14;-40;-27;9
Netherlands;North Brabant;2020-10-06;-12;-2;30;-43;-26;9
Netherlands;North Brabant;2020-10-07;-12;-5;28;-41;-23;8
Netherlands;North Brabant;2020-10-08;-21;-9;-2;-47;-26;10
Netherlands;North Brabant;2020-10-09;-15;-3;38;-39;-22;8
Netherlands;North Brabant;2020-10-10;-22;-8;15;-41;-2;6
Netherlands;North Brabant;2020-10-11;-21;-5;34;-40;0;4
Netherlands;North Brabant;2020-10-12;-10;-6;40;-42;-25;8
Netherlands;North Brabant;2020-10-13;-8;-2;50;-45;-25;9
Netherlands;North Brabant;2020-10-14;-10;-4;47;-43;-22;9
Netherlands;North Brabant;2020-10-15;-29;-5;24;-49;-26;12
Netherlands;North Brabant;2020-10-16;-31;-2;40;-45;-25;10
Netherlands;North Brabant;2020-10-17;-35;-6;50;-46;-8;7
Netherlands;North Brabant;2020-10-18;-42;-7;48;-47;-11;6
Netherlands;North Brabant;2020-10-19;-14;-6;79;-53;-42;11
Netherlands;North Brabant;2020-10-20;-17;-2;51;-56;-42;13
Netherlands;North Brabant;2020-10-21;-21;-7;52;-53;-39;12
Netherlands;North Brabant;2020-10-22;-21;-4;58;-56;-42;13
Netherlands;North Brabant;2020-10-23;-24;-1;56;-52;-39;11
Netherlands;North Brabant;2020-10-24;-35;-6;25;-49;-9;7
Netherlands;North Brabant;2020-10-25;-41;-4;4;-51;-9;6
Netherlands;North Brabant;2020-10-26;-19;-5;20;-47;-26;10
Netherlands;North Brabant;2020-10-27;-21;0;17;-49;-26;10
Netherlands;North Brabant;2020-10-28;-25;-5;7;-47;-23;10
Netherlands;North Brabant;2020-10-29;-31;-6;-7;-52;-25;12
Netherlands;North Brabant;2020-10-30;-30;-1;9;-46;-22;10
Netherlands;North Brabant;2020-10-31;-32;-4;46;-44;-6;7
Netherlands;North Brabant;2020-11-01;-43;-7;9;-51;-9;6
Netherlands;North Brabant;2020-11-02;-24;-11;4;-48;-26;10
Netherlands;North Brabant;2020-11-03;-21;-3;27;-50;-25;11
Netherlands;North Brabant;2020-11-04;-22;-5;41;-46;-23;10
Netherlands;North Brabant;2020-11-05;-30;-5;15;-52;-26;12
Netherlands;North Brabant;2020-11-06;-31;-2;25;-48;-23;11
Netherlands;North Brabant;2020-11-07;-34;-5;45;-47;-8;8
Netherlands;North Brabant;2020-11-08;-42;-5;41;-49;-10;6
Netherlands;North Brabant;2020-11-09;-22;-8;32;-48;-25;10
Netherlands;North Brabant;2020-11-10;-22;-1;37;-49;-25;11
Netherlands;North Brabant;2020-11-11;-21;-1;28;-47;-23;10
Netherlands;North Brabant;2020-11-12;-30;-5;1;-51;-25;12
Netherlands;North Brabant;2020-11-13;-32;-2;1;-48;-22;11
Netherlands;North Brabant;2020-11-14;-34;-2;15;-49;-8;8
Netherlands;North Brabant;2020-11-15;-49;-8;-15;-54;-12;7
Netherlands;North Brabant;2020-11-16;-25;-8;-1;-49;-24;10
Netherlands;North Brabant;2020-11-17;-24;-1;14;-51;-23;11
Netherlands;North Brabant;2020-11-18;-20;0;51;-45;-21;9
Netherlands;North Brabant;2020-11-19;-31;-7;-12;-52;-23;11
Netherlands;North Brabant;2020-11-20;-26;1;11;-47;-21;10
Netherlands;North Brabant;2020-11-21;-30;-2;5;-49;-6;7
Netherlands;North Brabant;2020-11-22;-39;-5;-3;-52;-8;6
Netherlands;North Brabant;2020-11-23;-16;-5;21;-48;-23;9
Netherlands;North Brabant;2020-11-24;-15;3;23;-50;-23;10
Netherlands;North Brabant;2020-11-25;-15;1;28;-47;-20;9
Netherlands;North Brabant;2020-11-26;-23;-2;-4;-51;-22;11
Netherlands;North Brabant;2020-11-27;-20;4;5;-47;-20;9
Netherlands;North Brabant;2020-11-28;-28;-1;12;-47;-4;7
Netherlands;North Brabant;2020-11-29;-36;-3;7;-53;-4;6
Netherlands;North Brabant;2020-11-30;-19;-8;-10;-50;-23;10
Netherlands;North Brabant;2020-12-01;-19;0;3;-51;-22;10
Netherlands;North Brabant;2020-12-02;-19;-1;8;-49;-19;9
Netherlands;North Brabant;2020-12-03;-26;-3;-16;-52;-22;11
Netherlands;North Brabant;2020-12-04;-25;4;-1;-48;-19;10
Netherlands;North Brabant;2020-12-05;-34;-3;-3;-50;-3;7
Netherlands;North Brabant;2020-12-06;-43;-8;-5;-52;-7;6
Netherlands;North Brabant;2020-12-07;-23;-11;-20;-50;-23;10
Netherlands;North Brabant;2020-12-08;-20;-2;9;-51;-20;10
Netherlands;North Brabant;2020-12-09;-23;-5;0;-49;-19;9
Netherlands;North Brabant;2020-12-10;-27;-5;-7;-52;-22;11
Netherlands;North Brabant;2020-12-11;-32;-5;-17;-49;-20;10
Netherlands;North Brabant;2020-12-12;-34;-4;-13;-49;-4;8
Netherlands;North Brabant;2020-12-13;-38;-2;11;-51;-5;6
Netherlands;North Brabant;2020-12-14;15;16;-7;-47;-22;8
Netherlands;North Brabant;2020-12-15;-49;-6;-6;-56;-26;13
Netherlands;North Brabant;2020-12-16;-48;-6;22;-61;-33;13
Netherlands;North Brabant;2020-12-17;-51;-5;0;-62;-35;15
Netherlands;North Brabant;2020-12-18;-52;-3;18;-60;-34;14
Netherlands;North Brabant;2020-12-19;-61;-8;-2;-56;-12;10
Netherlands;North Brabant;2020-12-20;-60;-5;24;-57;-9;7
Netherlands;North Brabant;2020-12-21;-43;2;-21;-65;-48;16
Netherlands;North Brabant;2020-12-22;-38;21;14;-65;-48;16
Netherlands;North Brabant;2020-12-23;-38;25;-6;-63;-47;16
Netherlands;North Brabant;2020-12-24;-43;17;-9;-64;-59;19
Netherlands;North Brabant;2020-12-25;-83;-71;21;-77;-84;23
Netherlands;North Brabant;2020-12-26;-83;-60;-17;-65;-42;10
Netherlands;North Brabant;2020-12-27;-74;-30;-59;-66;-20;9
Netherlands;North Brabant;2020-12-28;-42;1;37;-65;-61;19
Netherlands;North Brabant;2020-12-29;-44;6;20;-68;-61;20
Netherlands;North Brabant;2020-12-30;-41;15;18;-66;-59;18
Netherlands;North Brabant;2020-12-31;-44;16;7;-67;-66;18
Netherlands;North Brabant;2021-01-01;-79;-74;2;-77;-83;24
Netherlands;North Brabant;2021-01-02;-68;-17;-1;-63;-24;13
Netherlands;North Brabant;2021-01-03;-65;-15;5;-62;-14;8
Netherlands;North Brabant;2021-01-04;-52;-11;-23;-65;-37;15
Netherlands;North Brabant;2021-01-05;-52;-8;-4;-65;-36;15
Netherlands;North Brabant;2021-01-06;-52;-8;5;-62;-33;14
Netherlands;North Brabant;2021-01-07;-58;-14;-25;-66;-36;16
Netherlands;North Brabant;2021-01-08;-57;-9;-11;-62;-32;15
Netherlands;North Brabant;2021-01-09;-61;-8;31;-54;-12;10
Netherlands;North Brabant;2021-01-10;-61;-9;45;-55;-9;7
Netherlands;North Brabant;2021-01-11;-51;-12;-9;-61;-34;14
Netherlands;North Brabant;2021-01-12;-52;-8;3;-62;-34;14
Netherlands;North Brabant;2021-01-13;-52;-10;18;-59;-32;13
Netherlands;North Brabant;2021-01-14;-57;-12;-11;-64;-35;15
Netherlands;North Brabant;2021-01-15;-58;-10;-5;-61;-32;14
Netherlands;North Brabant;2021-01-16;-65;-14;-1;-61;-15;11
Netherlands;North Brabant;2021-01-17;-65;-16;7;-59;-12;7
Netherlands;North Holland;2020-02-15;-2;-1;3;0;-2;0
Netherlands;North Holland;2020-02-16;-14;-17;-44;-7;-6;2
Netherlands;North Holland;2020-02-17;2;-3;5;-4;-18;2
Netherlands;North Holland;2020-02-18;5;2;24;-6;-17;2
Netherlands;North Holland;2020-02-19;1;-4;16;-5;-17;2
Netherlands;North Holland;2020-02-20;-1;-7;-13;-5;-19;3
Netherlands;North Holland;2020-02-21;0;-1;12;-3;-19;1
Netherlands;North Holland;2020-02-22;-5;-3;-8;0;-4;1
Netherlands;North Holland;2020-02-23;-4;-4;-24;-5;-4;1
Netherlands;North Holland;2020-02-24;-4;-7;-9;4;-1;2
Netherlands;North Holland;2020-02-25;9;13;27;4;2;0
Netherlands;North Holland;2020-02-26;3;4;8;2;2;1
Netherlands;North Holland;2020-02-27;5;0;-12;5;1;1
Netherlands;North Holland;2020-02-28;1;4;3;3;2;1
Netherlands;North Holland;2020-02-29;-1;3;-11;0;0;1
Netherlands;North Holland;2020-03-01;5;3;3;0;1;0
Netherlands;North Holland;2020-03-02;-7;-4;-19;-2;1;1
Netherlands;North Holland;2020-03-03;1;6;16;-5;2;1
Netherlands;North Holland;2020-03-04;-1;4;23;-4;3;0
Netherlands;North Holland;2020-03-05;-5;0;-13;-4;1;1
Netherlands;North Holland;2020-03-06;0;4;6;-3;1;0
Netherlands;North Holland;2020-03-07;3;3;30;-1;0;0
Netherlands;North Holland;2020-03-08;-2;2;-8;-7;-1;1
Netherlands;North Holland;2020-03-09;-2;1;7;-7;1;1
Netherlands;North Holland;2020-03-10;-8;1;-11;-9;0;2
Netherlands;North Holland;2020-03-11;-3;5;21;-10;0;1
Netherlands;North Holland;2020-03-12;-9;12;-12;-12;-2;3
Netherlands;North Holland;2020-03-13;-16;26;-12;-27;-12;7
Netherlands;North Holland;2020-03-14;-20;9;11;-32;-7;6
Netherlands;North Holland;2020-03-15;-35;10;-5;-39;-12;6
Netherlands;North Holland;2020-03-16;-30;15;31;-50;-42;15
Netherlands;North Holland;2020-03-17;-36;10;31;-57;-49;18
Netherlands;North Holland;2020-03-18;-41;2;12;-60;-49;18
Netherlands;North Holland;2020-03-19;-46;-1;-12;-65;-52;21
Netherlands;North Holland;2020-03-20;-50;-5;-16;-66;-50;20
Netherlands;North Holland;2020-03-21;-53;-11;9;-64;-32;13
Netherlands;North Holland;2020-03-22;-62;-20;-5;-69;-37;11
Netherlands;North Holland;2020-03-23;-44;-13;-4;-70;-55;20
Netherlands;North Holland;2020-03-24;-48;-12;13;-71;-57;22
Netherlands;North Holland;2020-03-25;-50;-17;17;-71;-56;20
Netherlands;North Holland;2020-03-26;-52;-17;-3;-72;-58;23
Netherlands;North Holland;2020-03-27;-54;-16;2;-72;-55;21
Netherlands;North Holland;2020-03-28;-58;-21;-20;-73;-36;15
Netherlands;North Holland;2020-03-29;-66;-31;-35;-78;-40;12
Netherlands;North Holland;2020-03-30;-50;-24;-19;-75;-58;21
Netherlands;North Holland;2020-03-31;-46;-15;32;-72;-57;21
Netherlands;North Holland;2020-04-01;-50;-19;1;-73;-55;20
Netherlands;North Holland;2020-04-02;-52;-19;-14;-74;-57;23
Netherlands;North Holland;2020-04-03;-54;-16;-16;-74;-54;21
Netherlands;North Holland;2020-04-04;-55;-19;-2;-71;-34;14
Netherlands;North Holland;2020-04-05;-58;-21;27;-71;-35;9
Netherlands;North Holland;2020-04-06;-44;-19;15;-72;-56;20
Netherlands;North Holland;2020-04-07;-42;-11;51;-70;-56;20
Netherlands;North Holland;2020-04-08;-43;-12;58;-68;-54;18
Netherlands;North Holland;2020-04-09;-44;-9;23;-70;-56;20
Netherlands;North Holland;2020-04-10;-46;-6;20;-71;-57;20
Netherlands;North Holland;2020-04-11;-51;-9;16;-67;-30;12
Netherlands;North Holland;2020-04-12;-70;-40;18;-73;-35;9
Netherlands;North Holland;2020-04-13;-61;-42;-6;-82;-85;27
Netherlands;North Holland;2020-04-14;-46;-13;4;-72;-54;20
Netherlands;North Holland;2020-04-15;-44;-15;40;-69;-52;18
Netherlands;North Holland;2020-04-16;-46;-14;29;-70;-54;20
Netherlands;North Holland;2020-04-17;-49;-12;18;-70;-50;19
Netherlands;North Holland;2020-04-18;-54;-16;-16;-70;-27;13
Netherlands;North Holland;2020-04-19;-55;-20;32;-70;-28;8
Netherlands;North Holland;2020-04-20;-41;-16;26;-70;-53;18
Netherlands;North Holland;2020-04-21;-42;-9;37;-69;-52;19
Netherlands;North Holland;2020-04-22;-42;-11;55;-66;-50;17
Netherlands;North Holland;2020-04-23;-42;-8;52;-67;-52;18
Netherlands;North Holland;2020-04-24;-45;-7;27;-67;-49;17
Netherlands;North Holland;2020-04-25;-49;-10;-7;-68;-24;11
Netherlands;North Holland;2020-04-26;-49;-11;39;-67;-24;7
Netherlands;North Holland;2020-04-27;-46;-24;83;-74;-80;22
Netherlands;North Holland;2020-04-28;-47;-13;-27;-71;-54;18
Netherlands;North Holland;2020-04-29;-42;-10;10;-67;-51;17
Netherlands;North Holland;2020-04-30;-44;-11;-5;-69;-53;19
Netherlands;North Holland;2020-05-01;-49;-12;-16;-69;-50;19
Netherlands;North Holland;2020-05-02;-48;-12;-11;-67;-22;12
Netherlands;North Holland;2020-05-03;-51;-19;26;-67;-20;8
Netherlands;North Holland;2020-05-04;-31;-13;45;-68;-57;17
Netherlands;North Holland;2020-05-05;-40;-10;101;-71;-73;22
Netherlands;North Holland;2020-05-06;-36;-8;60;-63;-46;15
Netherlands;North Holland;2020-05-07;-37;-7;48;-65;-48;17
Netherlands;North Holland;2020-05-08;-39;-4;59;-63;-44;15
Netherlands;North Holland;2020-05-09;-41;-3;70;-58;-15;7
Netherlands;North Holland;2020-05-10;-52;-13;-6;-68;-11;6
Netherlands;North Holland;2020-05-11;-37;-12;-3;-67;-46;16
Netherlands;North Holland;2020-05-12;-36;-5;18;-66;-45;17
Netherlands;North Holland;2020-05-13;-39;-8;9;-65;-43;16
Netherlands;North Holland;2020-05-14;-40;-7;5;-66;-44;15
Netherlands;North Holland;2020-05-15;-40;-5;22;-64;-40;14
Netherlands;North Holland;2020-05-16;-43;-9;9;-63;-13;9
Netherlands;North Holland;2020-05-17;-43;-10;67;-63;-10;6
Netherlands;North Holland;2020-05-18;-31;-9;44;-64;-44;15
Netherlands;North Holland;2020-05-19;-29;-1;73;-62;-43;14
Netherlands;North Holland;2020-05-20;-23;9;101;-57;-41;10
Netherlands;North Holland;2020-05-21;-40;-10;188;-65;-78;18
Netherlands;North Holland;2020-05-22;-34;-1;36;-65;-55;16
Netherlands;North Holland;2020-05-23;-39;-7;29;-60;-8;8
Netherlands;North Holland;2020-05-24;-52;-17;-17;-68;-12;7
Netherlands;North Holland;2020-05-25;-24;-4;65;-61;-43;13
Netherlands;North Holland;2020-05-26;-24;2;100;-60;-41;13
Netherlands;North Holland;2020-05-27;-26;-1;79;-58;-39;12
Netherlands;North Holland;2020-05-28;-29;0;50;-60;-41;14
Netherlands;North Holland;2020-05-29;-32;2;80;-57;-37;11
Netherlands;North Holland;2020-05-30;-35;0;90;-52;5;4
Netherlands;North Holland;2020-05-31;-46;-7;111;-56;1;3
Netherlands;North Holland;2020-06-01;-15;-16;187;-63;-75;16
Netherlands;North Holland;2020-06-02;-17;5;134;-55;-39;10
Netherlands;North Holland;2020-06-03;-21;-2;75;-57;-37;11
Netherlands;North Holland;2020-06-04;-32;-8;-15;-62;-40;14
Netherlands;North Holland;2020-06-05;-33;-7;-12;-60;-36;13
Netherlands;North Holland;2020-06-06;-32;-8;-14;-59;1;7
Netherlands;North Holland;2020-06-07;-35;-11;-3;-63;-1;6
Netherlands;North Holland;2020-06-08;-20;-6;36;-59;-39;12
Netherlands;North Holland;2020-06-09;-18;0;59;-58;-38;12
Netherlands;North Holland;2020-06-10;-19;-3;72;-55;-36;11
Netherlands;North Holland;2020-06-11;-24;-5;22;-57;-39;13
Netherlands;North Holland;2020-06-12;-20;-3;92;-51;-33;8
Netherlands;North Holland;2020-06-13;-24;-6;94;-47;8;3
Netherlands;North Holland;2020-06-14;-29;-8;44;-56;4;3
Netherlands;North Holland;2020-06-15;-15;-4;74;-55;-39;11
Netherlands;North Holland;2020-06-16;-16;1;62;-55;-38;12
Netherlands;North Holland;2020-06-17;-14;-1;92;-51;-36;9
Netherlands;North Holland;2020-06-18;-19;-3;35;-55;-38;12
Netherlands;North Holland;2020-06-19;-18;-2;76;-50;-34;8
Netherlands;North Holland;2020-06-20;-19;-2;87;-44;8;2
Netherlands;North Holland;2020-06-21;-23;-8;65;-51;14;1
Netherlands;North Holland;2020-06-22;-9;0;106;-51;-40;9
Netherlands;North Holland;2020-06-23;-5;7;160;-50;-38;9
Netherlands;North Holland;2020-06-24;-9;2;174;-47;-36;7
Netherlands;North Holland;2020-06-25;-11;3;137;-49;-38;8
Netherlands;North Holland;2020-06-26;-18;-2;146;-46;-35;6
Netherlands;North Holland;2020-06-27;-23;-6;37;-46;2;4
Netherlands;North Holland;2020-06-28;-16;-4;62;-49;8;2
Netherlands;North Holland;2020-06-29;-13;-3;41;-53;-38;10
Netherlands;North Holland;2020-06-30;-12;-1;39;-53;-37;11
Netherlands;North Holland;2020-07-01;-6;1;71;-48;-35;8
Netherlands;North Holland;2020-07-02;-8;-2;56;-49;-37;9
Netherlands;North Holland;2020-07-03;-13;-4;70;-46;-34;6
Netherlands;North Holland;2020-07-04;-27;-13;-6;-49;-2;5
Netherlands;North Holland;2020-07-05;-20;-9;38;-49;2;2
Netherlands;North Holland;2020-07-06;-10;-7;59;-51;-46;9
Netherlands;North Holland;2020-07-07;-5;-1;93;-50;-44;9
Netherlands;North Holland;2020-07-08;-15;-10;45;-50;-42;9
Netherlands;North Holland;2020-07-09;-19;-12;6;-52;-45;11
Netherlands;North Holland;2020-07-10;-16;-7;63;-47;-41;7
Netherlands;North Holland;2020-07-11;-18;-10;80;-37;2;1
Netherlands;North Holland;2020-07-12;-15;-10;105;-39;5;-1
Netherlands;North Holland;2020-07-13;-3;-6;150;-46;-46;7
Netherlands;North Holland;2020-07-14;-9;-3;85;-50;-47;10
Netherlands;North Holland;2020-07-15;-7;-7;123;-45;-42;7
Netherlands;North Holland;2020-07-16;-11;-7;63;-49;-45;10
Netherlands;North Holland;2020-07-17;-14;-8;109;-44;-42;5
Netherlands;North Holland;2020-07-18;-22;-13;111;-34;0;0
Netherlands;North Holland;2020-07-19;-15;-9;96;-41;4;-1
Netherlands;North Holland;2020-07-20;0;-2;138;-47;-50;8
Netherlands;North Holland;2020-07-21;2;1;168;-47;-49;9
Netherlands;North Holland;2020-07-22;-4;-6;143;-45;-45;8
Netherlands;North Holland;2020-07-23;-5;-4;104;-47;-48;9
Netherlands;North Holland;2020-07-24;-13;-7;98;-44;-45;7
Netherlands;North Holland;2020-07-25;-23;-13;40;-40;-5;3
Netherlands;North Holland;2020-07-26;-9;-8;96;-38;4;0
Netherlands;North Holland;2020-07-27;-5;-7;90;-50;-52;10
Netherlands;North Holland;2020-07-28;2;0;141;-48;-50;10
Netherlands;North Holland;2020-07-29;-2;-5;140;-45;-48;8
Netherlands;North Holland;2020-07-30;-3;-3;148;-44;-50;8
Netherlands;North Holland;2020-07-31;-17;-11;205;-40;-49;4
Netherlands;North Holland;2020-08-01;-22;-13;111;-33;-5;1
Netherlands;North Holland;2020-08-02;-12;-9;114;-36;3;-1
Netherlands;North Holland;2020-08-03;-5;-7;94;-46;-52;10
Netherlands;North Holland;2020-08-04;5;2;191;-43;-50;9
Netherlands;North Holland;2020-08-05;-3;-3;202;-42;-48;7
Netherlands;North Holland;2020-08-06;-8;-3;175;-44;-51;8
Netherlands;North Holland;2020-08-07;-19;-8;190;-42;-49;6
Netherlands;North Holland;2020-08-08;-28;-11;153;-34;-6;0
Netherlands;North Holland;2020-08-09;-19;-7;154;-36;1;-2
Netherlands;North Holland;2020-08-10;-5;-2;190;-45;-48;8
Netherlands;North Holland;2020-08-11;-4;2;221;-46;-48;8
Netherlands;North Holland;2020-08-12;-9;-4;206;-44;-45;7
